-300	-300	-9.845725439322582e-13
-297	-300	-9.869020796206935e-13
-294	-300	-9.890536806772033e-13
-291	-300	-9.910218616936312e-13
-288	-300	-9.9280112963119e-13
-285	-300	-9.943859923362202e-13
-282	-300	-9.9577096756536e-13
-279	-300	-9.96950592529457e-13
-276	-300	-9.97919433964359e-13
-273	-300	-9.98672098735443e-13
-270	-300	-9.992032449812627e-13
-267	-300	-9.995075938000972e-13
-264	-300	-9.995799414814334e-13
-261	-300	-9.994151722824637e-13
-258	-300	-9.99008271747618e-13
-255	-300	-9.98354340566855e-13
-252	-300	-9.974486089660332e-13
-249	-300	-9.96286451620034e-13
-246	-300	-9.948634030765507e-13
-243	-300	-9.93175173675462e-13
-240	-300	-9.91217665945575e-13
-237	-300	-9.8898699145721e-13
-234	-300	-9.864794881055834e-13
-231	-300	-9.836917377963276e-13
-228	-300	-9.80620584500633e-13
-225	-300	-9.772631526435766e-13
-222	-300	-9.736168657850711e-13
-219	-300	-9.696794655486768e-13
-216	-300	-9.654490307491633e-13
-213	-300	-9.609239966653173e-13
-210	-300	-9.561031743999877e-13
-207	-300	-9.5098577026483e-13
-204	-300	-9.455714051226718e-13
-201	-300	-9.398601336158523e-13
-198	-300	-9.338524632044082e-13
-195	-300	-9.2754937293352e-13
-192	-300	-9.209523318453287e-13
-189	-300	-9.140633169460206e-13
-186	-300	-9.068848306351273e-13
-183	-300	-8.994199175001771e-13
-180	-300	-8.916721803763839e-13
-177	-300	-8.836457955678759e-13
-174	-300	-8.753455271241612e-13
-171	-300	-8.667767400631798e-13
-168	-300	-8.579454124303532e-13
-165	-300	-8.488581460816799e-13
-162	-300	-8.395221760780978e-13
-159	-300	-8.299453785781546e-13
-156	-300	-8.201362771164894e-13
-153	-300	-8.101040471568348e-13
-150	-300	-7.998585188102084e-13
-147	-300	-7.894101776117017e-13
-144	-300	-7.787701632529088e-13
-141	-300	-7.679502661714799e-13
-138	-300	-7.569629219046936e-13
-135	-300	-7.458212031202121e-13
-132	-300	-7.345388092444673e-13
-129	-300	-7.231300536172788e-13
-126	-300	-7.116098481104758e-13
-123	-300	-6.999936851583531e-13
-120	-300	-6.882976171588185e-13
-117	-300	-6.765382332159526e-13
