-300	-300	1.772230579078065e-12
-297	-300	1.790731507177627e-12
-294	-300	1.8091694934615565e-12
-291	-300	1.8275305188127293e-12
-288	-300	1.845800000002901e-12
-285	-300	1.8639627809207303e-12
-282	-300	1.8820031244365636e-12
-279	-300	1.899904704971837e-12
-276	-300	1.9176506018438756e-12
-273	-300	1.9352232934598248e-12
-270	-300	1.952604652436243e-12
-267	-300	1.9697759417236716e-12
-264	-300	1.986717811818147e-12
-261	-300	2.003410299144069e-12
-258	-300	2.019832825695252e-12
-255	-300	2.0359642000230433e-12
-252	-300	2.0517826196623888e-12
-249	-300	2.0672656750883054e-12
-246	-300	2.082390355296654e-12
-243	-300	2.0971330551040906e-12
-240	-300	2.111469584262763e-12
-237	-300	2.1253751784856236e-12
-234	-300	2.1388245124779777e-12
-231	-300	2.151791715070327e-12
-228	-300	2.164250386546312e-12
-225	-300	2.176173618257861e-12
-222	-300	2.187534014617291e-12
-219	-300	2.1983037175531157e-12
-216	-300	2.2084544335126297e-12
-213	-300	2.217957463089952e-12
-210	-300	2.2267837333530213e-12
-207	-300	2.2349038329370826e-12
-204	-300	2.2422880499654178e-12
-201	-300	2.248906412850376e-12
-198	-300	2.2547287340192604e-12
-195	-300	2.2597246566001426e-12
-192	-300	2.2638637040923066e-12
-189	-300	2.267115333034683e-12
-186	-300	2.269448988673428e-12
-183	-300	2.270834163616534e-12
-180	-300	2.27124045944928e-12
-177	-300	2.2706376512692884e-12
-174	-300	2.2689957550839814e-12
-171	-300	2.2662850979965403e-12
-168	-300	2.262476391088834e-12
-165	-300	2.257540804891506e-12
-162	-300	2.251450047312413e-12
-159	-300	2.2441764438750586e-12
-156	-300	2.235693020098538e-12
-153	-300	2.225973585830089e-12
-150	-300	2.214992821320577e-12
-147	-300	2.202726364812303e-12
-144	-300	2.189150901387666e-12
-141	-300	2.1742442528063716e-12
-138	-300	2.157985468038446e-12
-135	-300	2.1403549141802367e-12
-132	-300	2.121334367421303e-12
-129	-300	2.100907103711474e-12
-126	-300	2.0790579887599304e-12
-123	-300	2.055773566981832e-12
-120	-300	2.031042148993235e-12
-117	-300	2.0048538972417522e-12
-114	-300	1.9772009093491247e-12
-111	-300	1.9480772987324483e-12
-108	-300	1.917479272063753e-12
-105	-300	1.8854052031228905e-12
-102	-300	1.8518557025965984e-12
-99	-300	1.8168336833772245e-12
-96	-300	1.7803444209181916e-12
-93	-300	1.7423956082097777e-12
-90	-300	1.7029974049485473e-12
-87	-300	1.6621624804866636e-12
-84	-300	1.6199060501635348e-12
-81	-300	1.5762459046417235e-12
-78	-300	1.5312024318919208e-12
-75	-300	1.4847986314978395e-12
-72	-300	1.4370601209812375e-12
-69	-300	1.3880151338797023e-12
-66	-300	1.3376945093452682e-12
-63	-300	1.2861316730701877e-12
-60	-300	1.233362609387061e-12
-57	-300	1.1794258244337866e-12
-54	-300	1.1243623003191936e-12
-51	-300	1.0682154402724235e-12
-48	-300	1.0110310048078556e-12
-45	-300	9.528570389872154e-13
-42	-300	8.937437909111582e-13
-39	-300	8.337436216236171e-13
-36	-300	7.729109066631981e-13
-33	-300	7.113019295464134e-13
-30	-300	6.489747675172151e-13
-27	-300	5.85989169945598e-13
-24	-300	5.224064298046491e-13
-21	-300	4.582892486998575e-13
-18	-300	3.9370159596636127e-13
-15	-300	3.287085623887304e-13
-12	-300	2.6337620913349004e-13
-9	-300	1.9777141251651845e-13
-6	-300	1.319617052554494e-13
-3	-300	6.60151148809453e-14
0	-300	-0.0
3	-300	-6.60151148809453e-14
6	-300	-1.319617052554494e-13
9	-300	-1.9777141251651845e-13
12	-300	-2.6337620913349004e-13
15	-300	-3.287085623887304e-13
18	-300	-3.9370159596636127e-13
21	-300	-4.582892486998575e-13
24	-300	-5.224064298046491e-13
27	-300	-5.85989169945598e-13
30	-300	-6.489747675172151e-13
33	-300	-7.113019295464134e-13
36	-300	-7.729109066631981e-13
39	-300	-8.337436216236171e-13
42	-300	-8.937437909111582e-13
45	-300	-9.528570389872154e-13
48	-300	-1.0110310048078556e-12
51	-300	-1.0682154402724235e-12
54	-300	-1.1243623003191936e-12
57	-300	-1.1794258244337866e-12
60	-300	-1.233362609387061e-12
63	-300	-1.2861316730701877e-12
66	-300	-1.3376945093452682e-12
69	-300	-1.3880151338797023e-12
72	-300	-1.4370601209812375e-12
75	-300	-1.4847986314978395e-12
78	-300	-1.5312024318919208e-12
81	-300	-1.5762459046417235e-12
84	-300	-1.6199060501635348e-12
87	-300	-1.6621624804866636e-12
90	-300	-1.7029974049485473e-12
93	-300	-1.7423956082097777e-12
96	-300	-1.7803444209181916e-12
99	-300	-1.8168336833772245e-12
102	-300	-1.8518557025965984e-12
105	-300	-1.8854052031228905e-12
108	-300	-1.917479272063753e-12
111	-300	-1.9480772987324483e-12
114	-300	-1.9772009093491247e-12
117	-300	-2.0048538972417522e-12
120	-300	-2.031042148993235e-12
123	-300	-2.055773566981832e-12
126	-300	-2.0790579887599304e-12
129	-300	-2.100907103711474e-12
132	-300	-2.121334367421303e-12
135	-300	-2.1403549141802367e-12
138	-300	-2.157985468038446e-12
141	-300	-2.1742442528063716e-12
144	-300	-2.189150901387666e-12
147	-300	-2.202726364812303e-12
150	-300	-2.214992821320577e-12
153	-300	-2.225973585830089e-12
156	-300	-2.235693020098538e-12
159	-300	-2.2441764438750586e-12
162	-300	-2.251450047312413e-12
165	-300	-2.257540804891506e-12
168	-300	-2.262476391088834e-12
171	-300	-2.2662850979965403e-12
174	-300	-2.2689957550839814e-12
177	-300	-2.2706376512692884e-12
180	-300	-2.27124045944928e-12
183	-300	-2.270834163616534e-12
186	-300	-2.269448988673428e-12
189	-300	-2.267115333034683e-12
192	-300	-2.2638637040923066e-12
195	-300	-2.2597246566001426e-12
198	-300	-2.2547287340192604e-12
201	-300	-2.248906412850376e-12
204	-300	-2.2422880499654178e-12
207	-300	-2.2349038329370826e-12
210	-300	-2.2267837333530213e-12
213	-300	-2.217957463089952e-12
216	-300	-2.2084544335126297e-12
219	-300	-2.1983037175531157e-12
222	-300	-2.187534014617291e-12
225	-300	-2.176173618257861e-12
228	-300	-2.164250386546312e-12
231	-300	-2.151791715070327e-12
234	-300	-2.1388245124779777e-12
237	-300	-2.1253751784856236e-12
240	-300	-2.111469584262763e-12
243	-300	-2.0971330551040906e-12
246	-300	-2.082390355296654e-12
249	-300	-2.0672656750883054e-12
252	-300	-2.0517826196623888e-12
255	-300	-2.0359642000230433e-12
258	-300	-2.019832825695252e-12
261	-300	-2.003410299144069e-12
264	-300	-1.986717811818147e-12
267	-300	-1.9697759417236716e-12
270	-300	-1.952604652436243e-12
273	-300	-1.9352232934598248e-12
276	-300	-1.9176506018438756e-12
279	-300	-1.899904704971837e-12
282	-300	-1.8820031244365636e-12
285	-300	-1.8639627809207303e-12
288	-300	-1.845800000002901e-12
291	-300	-1.8275305188127293e-12
294	-300	-1.8091694934615565e-12
297	-300	-1.790731507177627e-12
-300	-297	1.8088197042198251e-12
-297	-297	1.8280104512897647e-12
-294	-297	1.847145314809611e-12
-291	-297	1.866209978523534e-12
